,PGM_SYS_ACRNMS,PERMIT_TYPE,PERMID_ID,PRIMARY_NAME,LATITUDE83,LONGITUDE83,HUC_CODE,FRS_FACILITY_DETAIL_REPORT_URL
62459,NPDES:ORU000239,NPDES,ORU000239,DERBY-HEINZE PARTNERSHIP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004581
62460,NPDES:ORU000040,NPDES,ORU000040,DESCHUTES READY MIX,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005679
62461,NPDES:ORU000071,NPDES,ORU000071,DILIGENCE MARITIME,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005919
62462,NPDES:ORU000208,NPDES,ORU000208,"DOYLE III, ORVILLE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004331
62463,NPDES:ORU000252,NPDES,ORU000252,"DRAKE, JOHN",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003797
62464,NPDES:ORU000238,NPDES,ORU000238,"DRUSHELLA, DUANE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004572
62466,NPDES:ORU000218,NPDES,ORU000218,EGGE SAND & GRAVEL LLC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004420
62467,NPDES:ORU000223,NPDES,ORU000223,ELDORADO TRES CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004466
62468,NPDES:ORU000335,NPDES,ORU000335,ENERFIN RESOURCES NW LTD PARTN,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003699
62469,NPDES:ORU000242,NPDES,ORU000242,"EPPERLY, RICHARD",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004607
62470,NPDES:ORU000256,NPDES,ORU000256,"ETZEL, DON",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003831
62472,NPDES:ORU000018,NPDES,ORU000018,FAIRWAY APARTMENTS,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006179
62473,NPDES:ORU000075,NPDES,ORU000075,FISCHER DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005946
62474,NPDES:ORU000174,NPDES,ORU000174,FOREST HAVEN MOBILE PARK,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155369
62475,NPDES:ORU000109,NPDES,ORU000109,FORMOSA EXPLORATION,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155421
62476,NPDES:ORU000058,NPDES,ORU000058,"GARCIA, GEOFF",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005811
62477,NPDES:ORR10000I,NPDES,ORR10000I,GENERAL CONSTRUCTION SW PERMIT,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005991
62479,NPDES:ORU000205,NPDES,ORU000205,GLADYS GRANT,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004304
62480,NPDES:ORU000232,NPDES,ORU000232,"GRAY, LEWIS & EVA",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004536
62481,NPDES:ORU000247,NPDES,ORU000247,GREAT WEST CONSTRUCTION CO,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004643
62482,NPDES:ORU000217,NPDES,ORU000217,"HAIMA, CARL",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004411
62483,NPDES:ORU000135,NPDES,ORU000135,"HANKINS, GERALD",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155485
62484,NPDES:ORU000079,NPDES,ORU000079,HAWAII NW VENTURES,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005973
62485,NPDES:ORU000313,NPDES,ORU000313,"HEIDGERKEN, G. & B-B-R INC",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003555
62486,NPDES:ORU000039,NPDES,ORU000039,HELL'S CANYON RV PARK,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005660
62487,NPDES:ORU000134,NPDES,ORU000134,"HOOD RIVER, PORT OF",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005483
62488,NPDES:ORU000126,NPDES,ORU000126,"HOUGH, JACK",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155467
62489,NPDES:ORU000258,NPDES,ORU000258,HOY'S MARINE,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003840
62490,NPDES:ORU000122,NPDES,ORU000122,HUMBERT SEPTIC SERVICE,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005385
62491,NPDES:OR0044636,NPDES,OR0044636,INTERNTNL REDEV & UPLAND DEV,44.075837,-123.13821,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067668072
62492,NPDES:ORU000249,NPDES,ORU000249,J MICHAEL'S CONSTRUCTION,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003760
62493,NPDES:ORU000106,NPDES,ORU000106,JEFFERSON STATE REDI MIX INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005269
62494,NPDES:ORU000076,NPDES,ORU000076,JOHN'S RV & MOBILE PARK INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155537
62495,NPDES:ORU000231,NPDES,ORU000231,"JOHNSON, DANIEL K.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004527
62496,NPDES:ORU000124,NPDES,ORU000124,JUANITA'S FINE FOOD,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005401
62497,NPDES:ORU000081,NPDES,ORU000081,K & C SWEEPING & STRIPING SVC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005081
62498,NPDES:ORU000186,NPDES,ORU000186,K-3 INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005027
62500,NPDES:ORU000240,NPDES,ORU000240,KEY KNIFE INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155840
62501,NPDES:ORU000089,NPDES,ORU000089,KISTNER-WEBER FARM - DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005152
62502,NPDES:ORU000175,NPDES,ORU000175,"KVATERNIK, JOSEPH",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004956
62503,NPDES:ORU000100,NPDES,ORU000100,LAKESIDE DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005223
62504,NPDES:ORU000182,NPDES,ORU000182,LAND DEVELOPMENT CONSULT INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004992
62505,NPDES:ORU000272,NPDES,ORU000272,LANE COUNTY COMMISSION,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003975
62506,NPDES:ORU000010,NPDES,ORU000010,LANE COUNTY PUBLIC WORKS,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006115
62507,NPDES:ORU000011,NPDES,ORU000011,LARRY N FAULK CONSTRUCTION,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155573
62508,NPDES:ORU000030,NPDES,ORU000030,"LUSHER JR., RUDIE - DAIRY OPERATION",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005571
62509,NPDES:ORU000043,NPDES,ORU000043,"MAC, R. D.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005697
62510,NPDES:ORU000141,NPDES,ORU000141,MACE'S EXCAVATION & CONSTRUCTI,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004705
62511,NPDES:ORU000192,NPDES,ORU000192,"MALTMAN, MICHAEL J.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004171
62512,NPDES:ORU000203,NPDES,ORU000203,MARINE TERMINALS CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004288
62513,NPDES:ORU000067,NPDES,ORU000067,"MARITIME, FOSTER",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005875
62514,NPDES:ORU000068,NPDES,ORU000068,"MARITIME, SPRUCE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005884
62515,NPDES:ORU000234,NPDES,ORU000234,"MARTIN, JUANITA",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155831
62516,NPDES:ORU000127,NPDES,ORU000127,MCINNIS & SON SANITARY SERVICE,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005429
62517,NPDES:ORU000055,NPDES,ORU000055,MELODY HILL DAIRY FARM,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155500
62518,NPDES:ORU000215,NPDES,ORU000215,MERLO GOODRO,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004395
62519,NPDES:ORU000120,NPDES,ORU000120,"METCALF, ROBERT",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005376
62520,NPDES:ORU000084,NPDES,ORU000084,"MILLAR, ROBERT A.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005107
62521,NPDES:ORU000149,NPDES,ORU000149,"MOON, THOMAS & EILEEN",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004787
62522,NPDES:ORU000060,NPDES,ORU000060,"MORROW, PORT OF",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005820
62523,NPDES:ORU000248,NPDES,ORU000248,MOUNTAIN VIEW ESTATES,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003751
62525,NPDES:ORU000251,NPDES,ORU000251,"MUILENBURG, RICHARD",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003788
62526,NPDES:ORU000226,NPDES,ORU000226,NELSON-BALL PAPER PRODUCTS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004484
62527,NPDES:ORU000057,NPDES,ORU000057,NW BREWERS GRAINS OF OREGON,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005802
62528,NPDES:ORU000094,NPDES,ORU000094,NW CHERRY PRODUCERS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005205
62529,NPDES:ORU000093,NPDES,ORU000093,NW PIPELINE CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005198
62530,NPDES:ORU000112,NPDES,ORU000112,OCEAN PROTEINS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005312
62531,NPDES:ORU000198,NPDES,ORU000198,"OGLE, CLAUDE & SHIRLEY",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004233
62532,NPDES:ORU000073,NPDES,ORU000073,OREGON CANADIAN FOREST PRODUCT,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005928
62533,NPDES:ORU000074,NPDES,ORU000074,OREGON CANADIAN FOREST PRODUCT,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005937
62534,NPDES:ORU000116,NPDES,ORU000116,OREGON COAST SANITATION INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005349
62535,NPDES:ORU000104,NPDES,ORU000104,OREGON DOLLAR CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005250
62536,NPDES:ORU000188,NPDES,ORU000188,OREGON WASTE TECHNOLOGY INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005045
62537,NPDES:ORL000171,NPDES,ORL000171,ORL000171,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069999538
62538,NPDES:ORU000128,NPDES,ORU000128,"PARLET, JAMES",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005438
62539,NPDES:ORU000228,NPDES,ORU000228,"PEDERSON, MARTIN D.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004509
62542,NPDES:ORU000138,NPDES,ORU000138,"PERRY, LESLIE R.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004670
62543,NPDES:ORU000166,NPDES,ORU000166,"PETERSON, KEN",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004885
62544,NPDES:ORU000065,NPDES,ORU000065,PNW CONTRACTORS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005866
62545,NPDES:ORU000012,NPDES,ORU000012,PRICE-RITE SEPTIC SERVICE INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006124
62546,NPDES:ORU000139,NPDES,ORU000139,"PRITCHARD, GAR",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004689
62547,NPDES:ORU000016,NPDES,ORU000016,R & R KING LOGGING INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155582
62548,NPDES:ORU000253,NPDES,ORU000253,"RALSTON, TIM",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003804
62549,NPDES:ORU000196,NPDES,ORU000196,RAY MEADER SEPTIC TANK SERVICE,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004215
62550,NPDES:ORU000155,NPDES,ORU000155,READY-MIX LIMITED PARTNERSHIP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004803
62552,NPDES:ORU000263,NPDES,ORU000263,"ROEHLK, HERMAN E.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011003895
62553,NPDES:ORU000027,NPDES,ORU000027,ROMAINE VILLAGE ESTATES,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005544
62554,NPDES:ORU000029,NPDES,ORU000029,ROMAINE VILLAGE ESTATES,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005562
62555,NPDES:ORU000099,NPDES,ORU000099,ROOF LIVE OF OREGON,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155403
62556,NPDES:ORU000132,NPDES,ORU000132,ROTO ROOTER,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005465
62557,NPDES:ORU000233,NPDES,ORU000233,"SADRI, ASGHAR R.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004545
62558,NPDES:ORU000277,NPDES,ORU000277,SANDERS WOOD PRODUCTS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155742
62559,NPDES:ORU000103,NPDES,ORU000103,"SCHWENNEKER, WILLIAM K.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005241
62560,NPDES:ORU000146,NPDES,ORU000146,SEASIDE HEIGHS DEVELOPMENT LLC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004750
62561,NPDES:ORU000156,NPDES,ORU000156,SECURITY CAPITAL INDUSTRIAL,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004812
62562,NPDES:ORU000024,NPDES,ORU000024,SHOCKMAN & SON,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005517
62563,NPDES:ORU000193,NPDES,ORU000193,SMURFIT NEWSPRINT CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004180
62564,NPDES:ORU000136,NPDES,ORU000136,SOUTHERN OREGON EQUIPMENT RENT,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004652
62566,NPDES:ORU000224,NPDES,ORU000224,STANLEY AVE TUB CO,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004475
62567,NPDES:ORU000083,NPDES,ORU000083,"STEINBORN, E. F.",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005090
62568,NPDES:ORU000017,NPDES,ORU000017,STEVENS ROTHERS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006160
62569,NPDES:ORU000085,NPDES,ORU000085,"STICHTER, KEVIN",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005116
62570,NPDES:ORU000130,NPDES,ORU000130,SUMMIT JV NORTHWEST,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155476
62571,NPDES:ORU000019,NPDES,ORU000019,SWEETWATER SEPTIC SERVICE,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006188
62572,NPDES:ORU000056,NPDES,ORU000056,TAMARACK INN,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005795
62573,NPDES:ORU000185,NPDES,ORU000185,TECHNOLOGY DESIGN & CONSTRUCTI,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155387
62574,NPDES:ORU000020,NPDES,ORU000020,THATCHER CO,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009155591
62576,NPDES:ORU000199,NPDES,ORU000199,"THORNSBERRY, JAMES & EVELYN",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004242
62577,NPDES:ORU000133,NPDES,ORU000133,TIMBERHILL CORP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005474
62578,NPDES:ORU000013,NPDES,ORU000013,"TIMLECK, BRUCE",NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011006133
62579,NPDES:ORU000115,NPDES,ORU000115,TRAILBLAZER FRUIT PRODUCTS INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005330
62580,NPDES:ORU000119,NPDES,ORU000119,TRI-COUNTY METROPOLITAN TRANSP,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005367
62581,NPDES:ORU000243,NPDES,ORU000243,TUALATIN HILLS PARKS,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004616
62582,NPDES:ORU000160,NPDES,ORU000160,TWIGG DAIRY,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004830
62583,NPDES:ORU000033,NPDES,ORU000033,UNIFIED SEWERAGE AGENCY OF WA,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005606
62584,NPDES:ORU000142,NPDES,ORU000142,W I PETERSON ENGINEERING CON,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011004714
62585,NPDES:ORU000078,NPDES,ORU000078,WAYNE WEEKLY & SONS,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005964
62586,NPDES:ORU000028,NPDES,ORU000028,WESCOLD INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005553
62588,NPDES:ORU000047,NPDES,ORU000047,WOOLEY ENTERPRISES INC,NA,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011005722
62599,NPDES:ORU000412,NPDES,ORU000412,BULLY CREEK DAIRY INC,43.98281,-117.355,17050118,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006661825
62602,NPDES:ORR10E742,NPDES,ORR10E742,CITY OF VALE - WATER SYSTEM IMPROVEMENTS,43.98113,-117.24161,17050119,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048381
62603,NPDES:ORG251000,NPDES,ORG251000,CITY OF VALE SWIMMING POOL,44.0039,-117.2674,17050119,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069598929
62609,NPDES:ORU000486,NPDES,ORU000486,DELONG FARM - PAUL DELONG FEEDLOT,44.11281,-117.38956,17050119,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110035771965
62620,NPDES:ORR10E353,NPDES,ORR10E353,"GROVE SOLAR CENTER, LLC - VALE",43.93961,-117.37653,17050117,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069590106
62626,NPDES:ORU000462,NPDES,ORU000462,JOHNSON FEEDLOT,43.95676,-117.26557,17050118,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033634306
62633,NPDES:ORR10C818,NPDES,ORR10C818,NEAL HOT SPRINGS,44.02349,-117.464654,17050118,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069605760
62641,NPDES:ORU000414,NPDES,ORU000414,TOLMAN'S ROCKY TOP DAIRY,43.9395,-117.36596,17050117,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006661834
62650,NPDES:ORR10E349,NPDES,ORR10E349,"VALE AIR SOLAR CENTER, LLC - VALE",43.9616,-117.2586,17050118,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069603236
62667,NPDES:ORU000422,NPDES,ORU000422,Y-1 FARMS,44.17371,-117.42666,17050119,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009817911
62684,NPDES:ORR10F626,NPDES,ORR10F626,8TH STREET WATER MAIN AND PAVEMENT REPLACEMENT,44.0444,-123.3602,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070624889
62688,NPDES:ORR10F460,NPDES,ORR10F460,CITY PARK IMRPOVEMENTS,44.05125,-123.34718,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070503859
62697,NPDES:ORR10E816,NPDES,ORR10E816,FERN RIDGE SELF STORAGE EAST,44.05348,-123.34063,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070227089
62702,NPDES:ORR10F371,NPDES,ORR10F371,HUNTERS DRAW SUBDIVISION,44.04877,-123.34449,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266503
62706,NPDES:ORR10F438,NPDES,ORR10F438,JACK KELLEY DRIVE LIFT STATION,44.05328,-123.35229,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070264681
62726,NPDES:ORR10E648,NPDES,ORR10E648,SPROAT RANCH ESTATES SUBDIVISION,44.0561,-123.3372,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070048303
62727,NPDES:ORR10B531,NPDES,ORR10B531,TAX LOT 600,44.0522,-123.3586,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069558730
62745,NPDES:ORR10F504,NPDES,ORR10F504,WEST SIDE VILLAGE,44.04753,-123.35842,17090003,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070506265
62800,NPDES:ORR10F289,NPDES,ORR10F289,VERNONIA HIGH SCHOOL TRACK AND FIELD,45.858,-123.17984,17100202,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070266574
62859,NPDES:ORR321698,NPDES,ORR321698,ECKMAN CREEK QUARRIES,44.39435,-124.032708,17100205,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069575864
